高清央视,#genre#
CCTV-2财经[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-2财经[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV-3综艺[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-3综艺[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226720/1.m3u8
CCTV-3综艺[1920x1080],http://111.20.40.173/PLTV/88888893/224/3221226397/index.m3u8
CCTV-3综艺[1920x1080],http://111.20.40.172/PLTV/88888893/224/3221226397/index.m3u8
CCTV-3综艺[1920x1080],http://111.20.40.167/PLTV/88888893/224/3221226397/index.m3u8
CCTV-3综艺[1920x1080],http://111.20.40.166/PLTV/88888893/224/3221226397/index.m3u8
CCTV-3综艺[1920x1080],http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV-3综艺[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3综艺[1920x1080],http://183.196.25.171:808/hls/75/index.m3u8
CCTV-4中文国际[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-4中文国际[1920x1080],http://111.20.40.173/PLTV/88888893/224/3221226191/index.m3u8
CCTV-4中文国际[1920x1080],http://111.20.40.172/PLTV/88888893/224/3221226191/index.m3u8
CCTV-4中文国际[1920x1080],http://111.20.40.164/PLTV/88888893/224/3221226191/index.m3u8
CCTV-4中文国际[1920x1080],http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-4中文国际[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-4中文国际[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4中文国际[1920x1080],http://222.240.82.92:9901/tsfile/live/0004_1.m3u8
CCTV-4中文国际[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV 4K,http://159.75.85.63:5679/cctv4k.php
CCTV 4K,http://lu1.cc/itv/php/cctv4k.php
CCTV 4K,http://lu1.cc/itv/php/cctv4k.php?id=4khd
CCTV 4K,http://lu1.cc/itv/php/cctv4k.php?id=4kfhd
CCTV 4K,http://lu1.cc/itv/php/cqyx.php?id=cctv4k
CCTV 4K,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
CCTV-5体育[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8
CCTV-5体育[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育[1920x1080],http://111.20.40.173/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.168/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.167/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.166/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.165/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.164/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.163/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.162/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.160/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://222.240.82.92:9901/tsfile/live/0005_1.m3u8
CCTV-5体育[1920x1080],http://183.196.25.171:808/hls/78/index.m3u8
CCTV-5体育[1920x1080],http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-5体育[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5+体育赛事[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV-5+体育赛事[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-5+体育赛事[1920x1080],http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000246
CCTV-5+体育赛事[1920x1080],http://183.196.25.171:808/hls/61/index.m3u8
CCTV-5+体育赛事[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV-5+体育赛事[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-6电影[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-6电影[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV-6电影[1920x1080],http://111.20.40.173/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6电影[1920x1080],http://111.20.40.172/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6电影[1920x1080],http://111.20.40.167/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6电影[1920x1080],http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6电影[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6电影[1920x1080],http://222.240.82.92:9901/tsfile/live/0006_1.m3u8
CCTV-6电影[1920x1080],http://183.196.25.171:808/hls/76/index.m3u8
CCTV-7国防军事[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-7国防军事[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8
CCTV-7国防军事[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7国防军事[1920x1080],http://222.240.82.92:9901/tsfile/live/0007_1.m3u8
CCTV-7国防军事[1920x1080],http://183.196.25.171:808/hls/7/index.m3u8
CCTV-7国防军事[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-8电视剧[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8电视剧[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8电视剧[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧[1920x1080],http://111.20.40.173/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧[1920x1080],http://111.20.40.172/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧[1920x1080],http://111.20.40.167/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧[1920x1080],http://111.20.40.166/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8电视剧[1920x1080],http://222.240.82.92:9901/tsfile/live/0008_1.m3u8
CCTV-8电视剧[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CCTV-8电视剧[1920x1080],http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV-8电视剧[1920x1080],http://183.196.25.171:808/hls/77/index.m3u8
CCTV-8电视剧[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV-8电视剧[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-9纪录[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226651/1.m3u8
CCTV-9纪录[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9纪录[1920x1080],http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV-9纪录[1920x1080],http://183.196.25.171:808/hls/9/index.m3u8
CCTV-9纪录[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-9纪录[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV-9纪录[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-10科教[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-10科教[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226708/1.m3u8
CCTV-10科教[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教[1920x1080],http://222.240.82.92:9901/tsfile/live/0010_1.m3u8
CCTV-10科教[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-10科教[1920x1080],http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV-10科教[1920x1080],http://183.196.25.171:808/hls/10/index.m3u8
CCTV-10科教[1920x1080],http://111.59.63.32:9901/tsfile/live/1017_1.m3u8
CCTV-10科教[1920x1080],http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV-10科教[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV-11戏曲[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8?
CCTV-11戏曲[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-11戏曲[1920x1080],http://183.196.25.171:808/hls/11/index.m3u8
CCTV-12社会与法[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226723/1.m3u8?
CCTV-12社会与法[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-12社会与法[1920x1080],http://222.240.82.92:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法[1920x1080],http://183.196.25.171:808/hls/12/index.m3u8
CCTV-13新闻[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13新闻[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13新闻[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-13新闻[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13新闻[1920x1080],https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13新闻[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-13新闻[1920x1080],http://183.196.25.171:808/hls/13/index.m3u8
CCTV-13新闻[1920x1080],http://222.240.82.92:9901/tsfile/live/0013_1.m3u8
CCTV-13新闻[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13新闻[1920x1080],http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV-14少儿[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226663/1.m3u8
CCTV-14少儿[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-14少儿[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少儿[1920x1080],http://222.240.82.92:9901/tsfile/live/0014_1.m3u8
CCTV-14少儿[1920x1080],http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV-14少儿[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8?
CCTV-15音乐[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-15音乐[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-15音乐[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-15音乐[1920x1080],http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV-15音乐[1920x1080],http://183.196.25.171:808/hls/15/index.m3u8
CCTV-15音乐[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-16奧林匹克[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-16奧林匹克[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226825/1.m3u8?
CCTV-16奧林匹克[1920x1080],http://111.20.40.169/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克[1920x1080],http://111.20.40.168/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克[1920x1080],http://111.20.40.165/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克[1920x1080],http://111.20.40.164/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克[1920x1080],http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV-16奧林匹克[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV16 4K,http://lu1.cc/itv/php/gudou.php?id=cctv164k
CCTV-17农业农村[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226660/1.m3u8?
CCTV-17农业农村[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17农业农村[1920x1080],http://183.196.25.171:808/hls/93/index.m3u8
CCTV兵器科技[1920x1080],http://111.20.40.162/PLTV/88888893/224/3221226975/index.m3u8
CCTV兵器科技[1920x1080],http://111.20.40.163/PLTV/88888893/224/3221226975/index.m3u8
CCTV兵器科技[1920x1080],http://42.176.185.28:9901/tsfile/live/1034_1.m3u8
CCTV第一剧场[1920x1080],http://111.20.40.162/PLTV/88888893/224/3221226959/index.m3u8
CCTV第一剧场[1920x1080],http://111.20.40.163/PLTV/88888893/224/3221226959/index.m3u8
CCTV风云剧场[1920x1080],http://111.20.40.162/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场[1920x1080],http://111.20.40.163/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场[1920x1080],http://111.20.40.164/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场[1920x1080],http://111.20.40.165/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云音乐[1920x1080],http://111.20.40.162/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐[1920x1080],http://111.20.40.163/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐[1920x1080],http://111.20.40.164/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐[1920x1080],http://111.20.40.165/PLTV/88888893/224/3221226953/index.m3u8
CCTV風雲劇場[1920x1080],http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
CCTV風雲劇場[1920x1080],http://42.176.185.28:9901/tsfile/live/1031_1.m3u8
CCTV風雲音樂[1920x1080],http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
CCTV風雲足球[1920x1080],http://42.176.185.28:9901/tsfile/live/1017_1.m3u8
CCTV怀旧剧场[1920x1080],http://111.20.40.162/PLTV/88888893/224/3221226972/index.m3u8
CCTV怀旧剧场[1920x1080],http://111.20.40.163/PLTV/88888893/224/3221226972/index.m3u8
CCTV女性时尚[1920x1080],http://111.20.40.163/PLTV/88888893/224/3221226969/index.m3u8
CCTV女性时尚[1920x1080],http://111.20.40.162/PLTV/88888893/224/3221226969/index.m3u8
CCTV世界地理[1920x1080],http://111.20.40.162/PLTV/88888893/224/3221226947/index.m3u8
CCTV世界地理[1920x1080],http://111.20.40.163/PLTV/88888893/224/3221226947/index.m3u8
CCTV世界地理[1920x1080],http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
CCTV央視文化精品[1920x1080],http://42.176.185.28:9901/tsfile/live/1028_1.m3u8
CCTV中央文化精品[1920x1080],http://111.20.40.164/PLTV/88888893/224/3221226981/index.m3u8
CCTV中央文化精品[1920x1080],http://111.20.40.165/PLTV/88888893/224/3221226981/index.m3u8
CCTV中央文化精品[1920x1080],http://111.20.40.166/PLTV/88888893/224/3221226981/index.m3u8
CCTV中央文化精品[1920x1080],http://111.20.40.167/PLTV/88888893/224/3221226981/index.m3u8

分享央视,#genre#
CCTV1 综合,http://222.81.86.42:8060/hls/ch3/ch3.m3u8
CCTV1 综合,http://tvpull.dxhmt.cn/tv/11481-4.m3u8
CCTV1 综合,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxKmfj7o-Ch7YrHyxQ4jxs2s/ts
CCTV1 综合,http://219.140.56.34:3333/tsfile/live/0001_1.m3u8
CCTV1 综合,http://111.20.35.103:6610/yinhe/2/ch00000090990000001018/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV1 综合,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226667/1.m3u8
CCTV1 综合,http://223.95.111.98:5555/newlive/live/hls/1/live.m3u8
CCTV1 综合,http://220.178.228.153:1935/live/cctv1/playlist.m3u8
CCTV1 综合,https://zb.pzhgd.com:444/live/cctv1.m3u8
CCTV1 综合,http://play.kankanlive.com/live/1661761962676984.flv
CCTV1 综合,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226736/1.m3u8
CCTV1 综合,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV1 综合,http://221.213.43.82:8888/newlive/live/hls/2/live.m3u8
CCTV1 综合,http://tvpull.dxhmt.cn/tv/11481-3.m3u8

CCTV2 财经,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxNEPqrelFraDEoSoHLBBldo/ts
CCTV2 财经,http://lu1.cc/itv/php/gudou.php?id=cctv2hd
CCTV2 财经,http://111.20.35.103:6610/yinhe/2/ch00000090990000001840/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV2 财经,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226739/1.m3u8

CCTV3 综艺,http://lu1.cc/itv/php/gudou.php?id=cctv3hd
CCTV3 综艺,http://223.95.111.98:5555/newlive/live/hls/3/live.m3u8
CCTV3 综艺,http://219.140.56.34:3333/tsfile/live/0003_1.m3u8
CCTV3 综艺,http://123.6.9.146/live/jz-cctv-3/live.m3u8
CCTV3 综艺,http://111.20.35.103:6610/yinhe/2/ch00000090990000001009/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV3 综艺,http://221.213.43.82:8888/newlive/live/hls/4/live.m3u8

CCTV4 中文国际,http://221.213.43.82:8888/newlive/live/hls/5/live.m3u8
CCTV4 中文国际,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000063
CCTV4 中文国际,http://219.140.56.34:3333/tsfile/live/1004_1.m3u8
CCTV4 中文国际,http://lu1.cc/itv/php/gudou.php?id=cctv4hd
CCTV4 中文国际,http://111.20.35.103:6610/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV4 中文国际,http://111.20.40.164:80/PLTV/88888893/224/3221226191/index.m3u8?icpid=88888893&from=1&popid=1&hms_devid=844,683&prioritypopid=1
CCTV4 中文国际,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8

CCTV5 体育,http://219.140.56.34:3333/tsfile/live/1005_1.m3u8
CCTV5 体育,http://221.213.43.82:8888/newlive/live/hls/6/live.m3u8
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5 体育,http://123.6.9.146/live/jz-cctv-5/live.m3u8
CCTV5 体育,http://220.178.228.153:1935/live/cctv5/playlist.m3u8
CCTV5 体育,http://111.20.35.103:6610/yinhe/2/ch00000090990000001587/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5 体育,http://223.95.111.98:5555/newlive/live/hls/5/live.m3u8

CCTV5+ 体育赛事,http://219.140.56.34:3333/tsfile/live/0016_1.m3u8
CCTV5+ 体育赛事,http://221.213.43.82:8888/newlive/live/hls/7/live.m3u8

CCTV6 电影,http://111.20.35.103:6610/yinhe/2/ch00000090990000001016/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV6 电影,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6 电影,http://219.140.56.34:3333/tsfile/live/1006_1.m3u8
CCTV6 电影,http://223.95.111.98:5555/newlive/live/hls/6/live.m3u8
CCTV6 电影,http://lu1.cc/itv/php/gudou.php?id=cctv6hd

CCTV7 国防军事,http://221.213.43.82:8888/newlive/live/hls/9/live.m3u8
CCTV7 国防军事,http://123.6.9.146/live/jz-cctv-7/live.m3u8
CCTV7 国防军事,http://111.20.35.103:6610/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV7 国防军事,http://111.20.35.103:6610/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=

CCTV8 电视剧,http://223.95.111.98:5555/newlive/live/hls/8/live.m3u8
CCTV8 电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV8 电视剧,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226715/1.m3u8

CCTV9 纪录,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226657/1.m3u8
CCTV9 纪录,http://221.213.43.82:8888/newlive/live/hls/11/live.m3u8
CCTV9 纪录,http://lu1.cc/itv/php/gudou.php?id=cctv9hd
CCTV9 纪录,http://223.95.111.98:5555/newlive/live/hls/9/live.m3u8

CCTV10 科教,http://223.95.111.98:5555/newlive/live/hls/10/live.m3u8
CCTV10 科教,http://221.213.43.82:8888/newlive/live/hls/12/live.m3u8
CCTV10 科教,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000130

CCTV11 戏曲,http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
